,name,ticker,index,industry
657,"Tonghua Dongbao Pharmaceutical Co., Ltd.",600867.SS,Shanghai,Healthcare
658,"Guangdong Meiyan Jixiang Hydropower Co.,Ltd.",600868.SS,Shanghai,Utilities
659,"Far East Smarter Energy Co., Ltd.",600869.SS,Shanghai,Industrials
660,Sinopec Oilfield Service Corporation,600871.SS,Shanghai,Energy
661,"Jonjee Hi-tech Industrial & Commercial Holding Co., Ltd.",600872.SS,Shanghai,Real Estate
662,"MeiHua Holdings Group Co.,Ltd",600873.SS,Shanghai,Basic Materials
663,Tianjin Capital Environmental Protection Group Company Limited,600874.SS,Shanghai,Industrials
664,Dongfang Electric Corporation Limited,600875.SS,Shanghai,Industrials
665,Luoyang Glass Company Limited,600876.SS,Shanghai,Industrials
666,CETC Acoustic-Optic-Electronic Technology Inc.,600877.SS,Shanghai,Consumer Cyclical
667,"China Aerospace Times Electronics CO.,LTD.",600879.SS,Shanghai,Industrials
668,"Chengdu B-ray Media Co.,Ltd.",600880.SS,Shanghai,Communication Services
669,"Jilin Yatai (Group) Co., Ltd.",600881.SS,Shanghai,Industrials
670,"Shanghai Milkground Food Tech Co., Ltd",600882.SS,Shanghai,Consumer Defensive
671,"Yunnan Bowin Technology Industry Co.,Ltd",600883.SS,Shanghai,Basic Materials
672,"Ningbo Shanshan Co.,Ltd.",600884.SS,Shanghai,Basic Materials
673,"Hongfa Technology Co., Ltd.",600885.SS,Shanghai,Industrials
674,"SDIC Power Holdings Co., Ltd.",600886.SS,Shanghai,Utilities
675,"Inner Mongolia Yili Industrial Group Co., Ltd.",600887.SS,Shanghai,Consumer Defensive
676,"Xinjiang Joinworld Co.,Ltd.",600888.SS,Shanghai,Basic Materials
677,"Nanjing Chemical Fibre Co.,Ltd",600889.SS,Shanghai,Basic Materials
678,"Dasheng Times Cultural Investment Co., Ltd.",600892.SS,Shanghai,Communication Services
679,"AECC Aviation Power Co.,Ltd",600893.SS,Shanghai,Industrials
680,"Guangzhou Guangri Stock Co.,Ltd.",600894.SS,Shanghai,Industrials
681,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",600895.SS,Shanghai,Real Estate
682,"Xiamen International Airport Co.,Ltd",600897.SS,Shanghai,Industrials
683,"Gome Telecom Equipment Co.,Ltd.",600898.SS,Shanghai,Technology
684,"China Yangtze Power Co., Ltd.",600900.SS,Shanghai,Utilities
685,"Jiangsu Financial Leasing Co., Ltd.",600901.SS,Shanghai,Financial Services
686,Guizhou Gas Group Corporation Ltd.,600903.SS,Shanghai,Utilities
687,"China Three Gorges Renewables (Group) Co.,Ltd.",600905.SS,Shanghai,Utilities
688,"Caida Securities Co., Ltd.",600906.SS,Shanghai,Financial Services
689,"Wuxi Rural Commercial Bank Co.,Ltd",600908.SS,Shanghai,Financial Services
690,"Huaan Securities Co., Ltd.",600909.SS,Shanghai,Financial Services
691,"China National Gold Group Gold Jewellery Co.,Ltd.",600916.SS,Shanghai,Consumer Cyclical
692,Chongqing Gas Group Corporation Ltd.,600917.SS,Shanghai,Utilities
693,"Zhongtai Securities Co., Ltd.",600918.SS,Shanghai,Financial Services
694,"Bank of Jiangsu Co., Ltd.",600919.SS,Shanghai,Financial Services
695,"Bank of Hangzhou Co., Ltd.",600926.SS,Shanghai,Financial Services
696,"Bank of Xi'an Co.,Ltd.",600928.SS,Shanghai,Financial Services
697,"Snowsky Salt Industry Group Co., Ltd.",600929.SS,Shanghai,Basic Materials
698,"IKD Co., Ltd.",600933.SS,Shanghai,Consumer Cyclical
699,Guangxi Radio and Television Information Network Corporation Limited,600936.SS,Shanghai,Communication Services
700,Chongqing Construction Engineering Group Corporation Limited,600939.SS,Shanghai,Industrials
701,China Suntien Green Energy Corporation Limited,600956.SS,Shanghai,Utilities
702,Orient Securities Company Limited,600958.SS,Shanghai,Financial Services
703,Jiangsu Broadcasting Cable Information Network Corporation Limited,600959.SS,Shanghai,Communication Services
704,"Bohai Automotive Systems CO., LTD.",600960.SS,Shanghai,Consumer Cyclical
705,"Zhuzhou Smelter Group Co.,Ltd.",600961.SS,Shanghai,Basic Materials
706,"SDIC Zhonglu Fruit Juice Co.,Ltd.",600962.SS,Shanghai,Consumer Defensive
707,"Yueyang Forest & Paper Co., Ltd.",600963.SS,Shanghai,Basic Materials
708,"Fortune Ng Fung Food (Hebei) Co.,Ltd",600965.SS,Shanghai,Consumer Defensive
709,"Shandong Bohui Paper Industry Co., Ltd.",600966.SS,Shanghai,Basic Materials
710,"Inner Mongolia First Machinery Group Co.,Ltd.",600967.SS,Shanghai,Industrials
711,CNOOC Energy Technology & Services Limited,600968.SS,Shanghai,Energy
712,"Hunan Chendian International Development co.,ltd",600969.SS,Shanghai,Utilities
713,Sinoma International Engineering Co.Ltd,600970.SS,Shanghai,Industrials
714,"Anhui Hengyuan Coal-Electricity Group Co., Ltd.",600971.SS,Shanghai,Energy
715,"Baosheng Science and Technology Innovation Co.,Ltd.",600973.SS,Shanghai,Industrials
716,"Hunan New Wellful Co.,Ltd.",600975.SS,Shanghai,Consumer Defensive
717,"Jianmin Pharmaceutical Group Co.,Ltd.",600976.SS,Shanghai,Healthcare
718,"China Film Co.,Ltd.",600977.SS,Shanghai,Communication Services
719,"Sichuan Guangan Aaapublic Co.,Ltd",600979.SS,Shanghai,Utilities
720,"BGRIMM Technology Co., Ltd.",600980.SS,Shanghai,Basic Materials
721,Jiangsu High Hope International Group Corporation,600981.SS,Shanghai,Industrials
722,"Ningbo Energy Group Co.,Ltd.",600982.SS,Shanghai,Utilities
723,"Whirlpool China Co., Ltd.",600983.SS,Shanghai,Consumer Cyclical
724,"Shaanxi Construction Machinery Co.,Ltd",600984.SS,Shanghai,Industrials
725,"Huaibei Mining Holdings Co.,Ltd.",600985.SS,Shanghai,Basic Materials
726,"Zhewen Interactive Group Co., Ltd.",600986.SS,Shanghai,Communication Services
727,"Zhejiang Hangmin Co.,Ltd",600987.SS,Shanghai,Consumer Cyclical
728,"Chifeng Jilong Gold Mining Co.,Ltd.",600988.SS,Shanghai,Basic Materials
729,"Ningxia Baofeng Energy Group Co., Ltd.",600989.SS,Shanghai,Basic Materials
730,"Sun Create Electronics Co., Ltd",600990.SS,Shanghai,Technology
731,Guizhou Wire Rope Incorporated Company,600992.SS,Shanghai,Basic Materials
732,"Mayinglong Pharmaceutical Group Co., LTD.",600993.SS,Shanghai,Healthcare
733,"Yunnan Wenshan Electric Power Co.,Ltd.",600995.SS,Shanghai,Utilities
734,"Guizhou BC&TV Information Network CO.,LTD",600996.SS,Shanghai,Communication Services
735,"Kailuan Energy Chemical Co.,Ltd.",600997.SS,Shanghai,Basic Materials
736,"Jointown Pharmaceutical Group Co., Ltd",600998.SS,Shanghai,Healthcare
737,"China Merchants Securities Co., Ltd.",600999.SS,Shanghai,Financial Services
738,"TangShan Port Group Co.,Ltd",601000.SS,Shanghai,Industrials
739,"Jinneng Holding Shanxi Coal Industry Co.,ltd.",601001.SS,Shanghai,Energy
740,"Gem-Year Industrial Co.,Ltd.",601002.SS,Shanghai,Industrials
741,"Liuzhou Iron & Steel Co., Ltd.",601003.SS,Shanghai,Basic Materials
742,Chongqing Iron & Steel Company Limited,601005.SS,Shanghai,Basic Materials
743,"Daqin Railway Co., Ltd.",601006.SS,Shanghai,Industrials
744,"Jinling Hotel Corporation, Ltd.",601007.SS,Shanghai,Consumer Cyclical
745,"Jiangsu Lianyungang Port Co., Ltd.",601008.SS,Shanghai,Industrials
746,"Bank of Nanjing Co., Ltd.",601009.SS,Shanghai,Financial Services
747,Wenfeng Great World Chain Development Corporation,601010.SS,Shanghai,Consumer Cyclical
748,"Baotailong New Materials Co., Ltd.",601011.SS,Shanghai,Basic Materials
749,"LONGi Green Energy Technology Co., Ltd.",601012.SS,Shanghai,Technology
750,"Shaanxi Heimao Coking Co., Ltd.",601015.SS,Shanghai,Basic Materials
751,"CECEP Wind-power Corporation Co.,Ltd.",601016.SS,Shanghai,Utilities
752,Ningbo Zhoushan Port Company Limited,601018.SS,Shanghai,Industrials
753,"Shandong Publishing&Media Co.,Ltd",601019.SS,Shanghai,Communication Services
754,"Tibet Huayu Mining Co., Ltd.",601020.SS,Shanghai,Basic Materials
755,"Spring Airlines Co., Ltd.",601021.SS,Shanghai,Industrials
756,"Shandong Yulong Gold Co., Ltd.",601028.SS,Shanghai,Basic Materials
757,First Tractor Company Limited,601038.SS,Shanghai,Industrials
758,"Sailun Group Co., Ltd.",601058.SS,Shanghai,Consumer Cyclical
759,"CSC Financial Co., Ltd.",601066.SS,Shanghai,Financial Services
760,China Aluminum International Engineering Corporation Limited,601068.SS,Shanghai,Industrials
761,"Western Region Gold Co., Ltd.",601069.SS,Shanghai,Basic Materials
762,"Chongqing Rural Commercial Bank Co., Ltd.",601077.SS,Shanghai,Financial Services
763,"Gansu Guofang Industry & Trade (Group) Co., Ltd.",601086.SS,Shanghai,Consumer Cyclical
764,China Shenhua Energy Company Limited,601088.SS,Shanghai,Energy
765,"China South Publishing & Media Group Co., Ltd",601098.SS,Shanghai,Communication Services
766,"The Pacific Securities Co., Ltd",601099.SS,Shanghai,Financial Services
767,"Jiangsu Hengli Hydraulic Co.,Ltd",601100.SS,Shanghai,Industrials
768,"Beijing Haohua Energy Resource Co., Ltd.",601101.SS,Shanghai,Energy
769,China First Heavy Industries,601106.SS,Shanghai,Industrials
770,Sichuan Expressway Company Limited,601107.SS,Shanghai,Industrials
771,"Caitong Securities Co.,Ltd.",601108.SS,Shanghai,Financial Services
772,Air China Limited,601111.SS,Shanghai,Industrials
773,"Yiwu Huading Nylon Co.,Ltd.",601113.SS,Shanghai,Consumer Cyclical
774,"Sanjiang Shopping Club Co.,Ltd",601116.SS,Shanghai,Consumer Defensive
775,"China National Chemical Engineering Co., Ltd",601117.SS,Shanghai,Industrials
776,"China Hainan Rubber Industry Group Co., Ltd.",601118.SS,Shanghai,Basic Materials
777,"Beijing Sifang Automation Co.,Ltd",601126.SS,Shanghai,Industrials
778,"Chongqing Sokon Industry Group Stock Co.,Ltd.",601127.SS,Shanghai,Consumer Cyclical
779,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",601128.SS,Shanghai,Financial Services
780,Ningbo Boway Alloy Material Company Limited,601137.SS,Shanghai,Basic Materials
781,"Foxconn Industrial Internet Co., Ltd.",601138.SS,Shanghai,Technology
782,Shenzhen Gas Corporation Ltd.,601139.SS,Shanghai,Utilities
783,"Seazen Holdings Co., Ltd",601155.SS,Shanghai,Real Estate
784,"Eastern Air Logistics Co., Ltd.",601156.SS,Shanghai,Industrials
785,"Chongqing Water Group Co.,Ltd.",601158.SS,Shanghai,Utilities
786,"Tianfeng Securities Co., Ltd.",601162.SS,Shanghai,Financial Services
787,"Triangle Tyre Co., Ltd",601163.SS,Shanghai,Consumer Cyclical
788,"Industrial Bank Co., Ltd.",601166.SS,Shanghai,Financial Services
789,"Western Mining Co.,Ltd.",601168.SS,Shanghai,Basic Materials
790,"Bank of Beijing Co., Ltd.",601169.SS,Shanghai,Financial Services
791,"Hangzhou Advance Gearbox Group Co., Ltd.",601177.SS,Shanghai,Industrials
792,"China XD Electric Co., Ltd",601179.SS,Shanghai,Industrials
793,China Railway Construction Corporation Limited,601186.SS,Shanghai,Industrials
794,"Xiamen Bank Co., Ltd.",601187.SS,Shanghai,Financial Services
795,"Heilongjiang Transport Development Co., Ltd.",601188.SS,Shanghai,Industrials
796,Dongxing Securities Corporation Limited,601198.SS,Shanghai,Financial Services
797,"Jiangsu Jiangnan Water Co., Ltd.",601199.SS,Shanghai,Utilities
798,"Shanghai Environment Group Co., Ltd",601200.SS,Shanghai,Industrials
799,"Sichuan Em Technology Co., Ltd.",601208.SS,Shanghai,Basic Materials
800,"Guotai Junan Securities Co., Ltd.",601211.SS,Shanghai,Financial Services
801,"Baiyin Nonferrous Group Co., Ltd.",601212.SS,Shanghai,Basic Materials
802,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",601216.SS,Shanghai,Basic Materials
803,"Jiangsu JIXIN Wind Energy Technology Co., Ltd.",601218.SS,Shanghai,Industrials
804,"Jiangsu Linyang Energy Co., Ltd.",601222.SS,Shanghai,Industrials
805,Shaanxi Coal Industry Company Limited,601225.SS,Shanghai,Energy
806,"Huadian Heavy Industries Co., Ltd.",601226.SS,Shanghai,Industrials
807,Guangzhou Port Company Limited,601228.SS,Shanghai,Industrials
808,"Bank of Shanghai Co., Ltd.",601229.SS,Shanghai,Financial Services
809,"Universal Scientific Industrial (Shanghai) Co., Ltd.",601231.SS,Shanghai,Technology
810,"Tongkun Group Co., Ltd.",601233.SS,Shanghai,Consumer Cyclical
811,"Hongta Securities Co., Ltd.",601236.SS,Shanghai,Financial Services
812,"Guangzhou Automobile Group Co., Ltd.",601238.SS,Shanghai,Consumer Cyclical
813,"Pang Da Automobile Trade Co., Ltd",601258.SS,Shanghai,Consumer Cyclical
814,"Changchun Engley Automobile Industry Co.,Ltd.",601279.SS,Shanghai,Consumer Cyclical
815,Agricultural Bank of China Limited,601288.SS,Shanghai,Financial Services
816,"Qingdao Port International Co., Ltd.",601298.SS,Shanghai,Industrials
817,"Camel Group Co., Ltd.",601311.SS,Shanghai,Consumer Cyclical
818,"Ping An Insurance (Group) Company of China, Ltd.",601318.SS,Shanghai,
819,The People's Insurance Company (Group) of China Limited,601319.SS,Shanghai,Financial Services
820,"Qinhuangdao Port Co., Ltd.",601326.SS,Shanghai,Industrials
821,"Bank of Communications Co., Ltd.",601328.SS,Shanghai,Financial Services
822,"Dynagreen Environmental Protection Group Co., Ltd.",601330.SS,Shanghai,Industrials
823,Guangshen Railway Company Limited,601333.SS,Shanghai,Industrials
824,New China Life Insurance Company Ltd.,601336.SS,Shanghai,Financial Services
825,"Bros Eastern.,Ltd",601339.SS,Shanghai,Consumer Cyclical
826,360 Security Technology Inc.,601360.SS,Shanghai,Technology
827,"Liqun Commercial Group Co.,Ltd.",601366.SS,Shanghai,Consumer Cyclical
828,"Guangxi Nanning Waterworks Co.,Ltd.",601368.SS,Shanghai,Utilities
829,"Xi'an Shaangu Power Co., Ltd.",601369.SS,Shanghai,Industrials
830,"Central China Securities Co., Ltd.",601375.SS,Shanghai,Financial Services
831,"Industrial Securities Co.,Ltd.",601377.SS,Shanghai,Financial Services
832,Yechiu Metal Recycling (China) Ltd.,601388.SS,Shanghai,Basic Materials
833,China Railway Group Limited,601390.SS,Shanghai,Industrials
834,Industrial & Commercial Bank of China Ltd.,601398.SS,Shanghai,Financial Services
835,"SINOMACH HEAVY EQUIPMENT GROUP CO.,LTD",601399.SS,Shanghai,Industrials
836,"Guolian Securities Co., Ltd.",601456.SS,Shanghai,Financial Services
837,"Jiangsu General Science Technology Co., Ltd.",601500.SS,Shanghai,Consumer Cyclical
838,"China-Singapore Suzhou Industrial Park Development Group Co., Ltd.",601512.SS,Shanghai,Industrials
839,"Shantou Dongfeng Printing Co., Ltd.",601515.SS,Shanghai,Industrials
840,"Jilin Expressway Co., Ltd.",601518.SS,Shanghai,Industrials
841,Shanghai DZH Limited,601519.SS,Shanghai,Financial Services
842,"Zhejiang Shaoxing RuiFeng Rural Commercial Bank Co.,Ltd",601528.SS,Shanghai,Financial Services
843,"Soochow Securities Co., Ltd.",601555.SS,Shanghai,Financial Services
844,"Joeone Co., Ltd.",601566.SS,Shanghai,Consumer Cyclical
845,"Ningbo Sanxing Medical Electric Co.,Ltd.",601567.SS,Shanghai,Industrials
846,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",601568.SS,Shanghai,
847,"Bank of Changsha Co., Ltd.",601577.SS,Shanghai,Financial Services
848,"Kuaijishan Shaoxing Rice Wine Co., Ltd.",601579.SS,Shanghai,Consumer Defensive
849,Beijing North Star Company Limited,601588.SS,Shanghai,Real Estate
850,"Shanghai Film Co., Ltd.",601595.SS,Shanghai,Communication Services
851,Sinotrans Limited,601598.SS,Shanghai,Industrials
852,"Zhewen Pictures Group co.,ltd",601599.SS,Shanghai,Consumer Cyclical
853,Aluminum Corporation of China Limited,601600.SS,Shanghai,
854,"China Pacific Insurance (Group) Co., Ltd.",601601.SS,Shanghai,Financial Services
855,"Anhui Great Wall Military Industry Co., Ltd.",601606.SS,Shanghai,Industrials
856,"Shanghai Pharmaceuticals Holding Co., Ltd",601607.SS,Shanghai,Healthcare
857,"CITIC Heavy Industries Co., Ltd.",601608.SS,Shanghai,Industrials
858,"Ningbo Jintian Copper(Group) Co., Ltd.",601609.SS,Shanghai,Basic Materials
859,China Nuclear Engineering Corporation Limited,601611.SS,Shanghai,Industrials
860,Ming Yang Smart Energy Group Limited,601615.SS,Shanghai,Industrials
861,"Shanghai Guangdian Electric Group Co., Ltd.",601616.SS,Shanghai,Technology
862,Metallurgical Corporation of China Ltd.,601618.SS,Shanghai,Industrials
863,Ningxia Jiaze Renewables Corporation Limited,601619.SS,Shanghai,Utilities
864,China Life Insurance Company Limited,601628.SS,Shanghai,Financial Services
865,Great Wall Motor Company Limited,601633.SS,Shanghai,
866,"Zhuzhou Kibing Group Co.,Ltd",601636.SS,Shanghai,Industrials
867,"Postal Savings Bank of China Co., Ltd.",601658.SS,Shanghai,Financial Services
868,"QILU BANK CO., LTD.",601665.SS,Shanghai,Financial Services
869,"Pingdingshan Tianan Coal. Mining Co., Ltd.",601666.SS,Shanghai,Energy
870,China State Construction Engineering Corporation Limited,601668.SS,Shanghai,Industrials
871,"Power Construction Corporation of China, Ltd",601669.SS,Shanghai,Industrials
872,"Henan Mingtai Al.Industrial Co.,Ltd.",601677.SS,Shanghai,Basic Materials
873,"Befar Group Co.,Ltd",601678.SS,Shanghai,Basic Materials
874,"Tianjin You Fa Steel Pipe Group Stock Co., Ltd.",601686.SS,Shanghai,Basic Materials
875,"Huatai Securities Co., Ltd.",601688.SS,Shanghai,Financial Services
876,"Ningbo Tuopu Group Co.,Ltd.",601689.SS,Shanghai,Consumer Cyclical
877,"BOC International (China) CO., LTD",601696.SS,Shanghai,Financial Services
878,"China Satellite Communications Co., Ltd.",601698.SS,Shanghai,Communication Services
879,"Shanxi Lu'an Environmental Energy Development Co., Ltd.",601699.SS,Shanghai,Energy
880,"Changshu Fengfan Power Equipment Co., Ltd.",601700.SS,Shanghai,Industrials
881,Shanghai Huafon Aluminium Corporation,601702.SS,Shanghai,Basic Materials
882,Zhengzhou Coal Mining Machinery Group Company Limited,601717.SS,Shanghai,Consumer Cyclical
883,Jihua Group Corporation Limited,601718.SS,Shanghai,Basic Materials
884,Shanghai Electric Group Company Limited,601727.SS,Shanghai,
885,CRRC Corporation Limited,601766.SS,Shanghai,Industrials
886,"Lifan Technology (Group) Co., Ltd.",601777.SS,Shanghai,Consumer Cyclical
887,"Jinko Power Technology Co.,Ltd.",601778.SS,Shanghai,Utilities
888,Everbright Securities Company Limited,601788.SS,Shanghai,Financial Services
889,"Ningbo Construction Co., Ltd.",601789.SS,Shanghai,Industrials
890,Lanpec Technologies Limited,601798.SS,Shanghai,Energy
891,"Changzhou Xingyu Automotive Lighting Systems Co.,Ltd.",601799.SS,Shanghai,Consumer Cyclical
892,China Communications Construction Company Limited,601800.SS,Shanghai,Industrials
893,"Anhui Xinhua Media Co., Ltd.",601801.SS,Shanghai,Consumer Cyclical
894,China Oilfield Services Limited,601808.SS,Shanghai,Energy
895,"Xinhua Winshare Publishing and Media Co., Ltd.",601811.SS,Shanghai,Communication Services
896,"Beijing-Shanghai High-Speed Railway Co.,Ltd.",601816.SS,Shanghai,Industrials
897,China Everbright Bank Company Limited,601818.SS,Shanghai,Financial Services
898,"Chongqing Sanfeng Environment Group Corp., Ltd.",601827.SS,Shanghai,Industrials
899,Red Star Macalline Group Corporation Ltd.,601828.SS,Shanghai,Real Estate
900,"Bank of Chengdu Co., Ltd.",601838.SS,Shanghai,Financial Services
901,PetroChina Company Limited,601857.SS,Shanghai,
902,China Science Publishing & Media Ltd.,601858.SS,Shanghai,Communication Services
903,"Jiangsu Zijin Rural Commercial Bank Co.,Ltd",601860.SS,Shanghai,Financial Services
904,"Flat Glass Group Co., Ltd.",601865.SS,Shanghai,Industrials
905,"COSCO SHIPPING Development Co., Ltd.",601866.SS,Shanghai,Industrials
906,China Energy Engineering Corporation Limited,601868.SS,Shanghai,Industrials
907,Yangtze Optical Fibre And Cable Joint Stock Limited Company,601869.SS,Shanghai,Technology
908,"China Merchants Energy Shipping Co., Ltd.",601872.SS,Shanghai,Energy
909,"Zhejiang Chint Electrics Co., Ltd.",601877.SS,Shanghai,Industrials
910,"Zheshang Securities Co., Ltd.",601878.SS,Shanghai,Financial Services
911,"Liaoning Port Co., Ltd.",601880.SS,Shanghai,Industrials
912,"China Galaxy Securities Co., Ltd.",601881.SS,Shanghai,Financial Services
913,"Ningbo Haitian Precision Machinery Co.,Ltd.",601882.SS,Shanghai,Industrials
914,"Jangho Group Co., Ltd.",601886.SS,Shanghai,Industrials
915,China Tourism Group Duty Free Corporation Limited,601888.SS,Shanghai,Consumer Cyclical
916,"Asian Star Anchor Chain Co., Ltd. Jiangsu",601890.SS,Shanghai,Industrials
917,China Coal Energy Company Limited,601898.SS,Shanghai,Energy
918,Zijin Mining Group Company Limited,601899.SS,Shanghai,Basic Materials
919,"Southern Publishing and Media Co.,Ltd.",601900.SS,Shanghai,Communication Services
920,"Founder Securities Co., Ltd.",601901.SS,Shanghai,Financial Services
921,"Beijing Jingyuntong Technology Co., Ltd.",601908.SS,Shanghai,Technology
922,"China Zheshang Bank Co., Ltd",601916.SS,Shanghai,Financial Services
923,"China Coal Xinji Energy Co.,Ltd",601918.SS,Shanghai,Energy
924,"COSCO SHIPPING Holdings Co., Ltd.",601919.SS,Shanghai,Industrials
925,"Zhejiang Publishing & Media Co., Ltd.",601921.SS,Shanghai,Communication Services
926,Jiangsu Phoenix Publishing & Media Corporation Limited,601928.SS,Shanghai,Communication Services
927,"JiShi Media Co., Ltd.",601929.SS,Shanghai,Communication Services
928,"Yonghui Superstores Co., Ltd.",601933.SS,Shanghai,Consumer Cyclical
929,China Construction Bank Corporation,601939.SS,Shanghai,Financial Services
930,"China Publishing & Media Holdings Co., Ltd.",601949.SS,Shanghai,Communication Services
931,"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd.",601952.SS,Shanghai,Consumer Defensive
932,"Hubei Donper Electromechanical Group Co., Ltd.",601956.SS,Shanghai,
933,"Jinduicheng Molybdenum Co., Ltd.",601958.SS,Shanghai,Basic Materials
934,"Bank of Chongqing Co., Ltd.",601963.SS,Shanghai,Financial Services
935,"China Automotive Engineering Research Institute Co., Ltd.",601965.SS,Shanghai,Consumer Cyclical
936,"Shandong Linglong Tyre Co.,Ltd.",601966.SS,Shanghai,Consumer Cyclical
937,"Shanghai Baosteel Packaging Co., Ltd.",601968.SS,Shanghai,Consumer Cyclical
938,"Hainan Mining Co., Ltd.",601969.SS,Shanghai,Basic Materials
939,Nanjing Tanker Corporation,601975.SS,Shanghai,Energy
940,"China National Nuclear Power Co., Ltd.",601985.SS,Shanghai,Utilities
941,Bank of China Limited,601988.SS,Shanghai,
942,China Shipbuilding Industry Company Limited,601989.SS,Shanghai,Industrials
943,"Nanjing Securities Co., Ltd.",601990.SS,Shanghai,Financial Services
944,"Datang International Power Generation Co., Ltd.",601991.SS,Shanghai,Utilities
945,BBMG Corporation,601992.SS,Shanghai,Basic Materials
946,China International Capital Corporation Limited,601995.SS,Shanghai,
947,"Guangxi Fenglin Wood Industry Group Co.,Ltd",601996.SS,Shanghai,Basic Materials
948,"Bank of Guiyang Co.,Ltd.",601997.SS,Shanghai,Financial Services
949,China CITIC Bank Corporation Limited,601998.SS,Shanghai,Financial Services
950,Northern United Publishing & Media (Group) Company Limited,601999.SS,Shanghai,Communication Services
951,"People.cn CO., LTD",603000.SS,Shanghai,Communication Services
952,"Zhejiang Aokang Shoes Co., Ltd.",603001.SS,Shanghai,Consumer Cyclical
953,Epoxy Base Electronic Material Corporation Limited,603002.SS,Shanghai,Basic Materials
954,"Shanghai Lonyer Fuels Co., Ltd.",603003.SS,Shanghai,Energy
955,"China Wafer Level CSP Co., Ltd.",603005.SS,Shanghai,Technology
956,"Shanghai Lianming Machinery Co., Ltd.",603006.SS,Shanghai,Consumer Cyclical
957,"Xilinmen Furniture Co.,Ltd",603008.SS,Shanghai,Consumer Cyclical
958,"Shanghai Beite Technology Co., Ltd.",603009.SS,Shanghai,Consumer Cyclical
959,"Zhejiang Wansheng Co., Ltd.",603010.SS,Shanghai,Basic Materials
960,"Hefei Metalforming Intelligent Manufacturing Co., Ltd.",603011.SS,Shanghai,Industrials
961,"Shanghai Chuangli Group Co., Ltd.",603012.SS,Shanghai,Industrials
962,"YAPP Automotive Systems Co., Ltd.",603013.SS,Shanghai,Consumer Cyclical
963,"Ningbo Techmation Co.,Ltd.",603015.SS,Shanghai,Industrials
964,"Wuxi New Hongtai Electrical Technology Co.,Ltd",603016.SS,Shanghai,Technology
965,"ARTS Group Co., Ltd",603017.SS,Shanghai,Industrials
966,"China Design Group Co., Ltd.",603018.SS,Shanghai,Industrials
967,"Dawning Information Industry Co., Ltd.",603019.SS,Shanghai,Technology
968,"Apple Flavor & Fragrance Group Co.,Ltd.",603020.SS,Shanghai,Basic Materials
969,"Shandong Huapeng Glass Co.,Ltd.",603021.SS,Shanghai,Consumer Cyclical
970,"Shanghai Xintonglian Packaging Co., Ltd.",603022.SS,Shanghai,Consumer Cyclical
971,"Harbin VITI Electronics Co., Ltd.",603023.SS,Shanghai,Consumer Cyclical
972,"Beijing Dahao Technology Corp.,Ltd",603025.SS,Shanghai,Industrials
973,Shandong Shida Shenghua Chemical Group Company Limited,603026.SS,Shanghai,Basic Materials
974,"Qianhe Condiment and Food Co., Ltd.",603027.SS,Shanghai,Consumer Defensive
975,"Jiangsu Safety Wire Rope Co., Ltd.",603028.SS,Shanghai,Basic Materials
976,"Shandong Swan CottonIndustrial Machinery Stock Co.,Ltd.",603029.SS,Shanghai,Industrials
977,"Shanghai Trendzone Construction Decoration Group Co.,Ltd.",603030.SS,Shanghai,Industrials
978,"Anhui Anfu Battery Technology Co., Ltd.",603031.SS,Shanghai,Industrials
979,"Delixi Xinjiang Transportation Co.,Ltd.",603032.SS,Shanghai,Industrials
980,"Zhejiang Sanwei Rubber Item Co., Ltd.",603033.SS,Shanghai,Industrials
981,"Jiangsu Changshu Automotive Trim Group Co., Ltd.",603035.SS,Shanghai,Consumer Cyclical
982,"Jiangsu Rutong Petro-Machinery Co., Ltd",603036.SS,Shanghai,Industrials
983,"Shanghai Carthane Co.,Ltd.",603037.SS,Shanghai,Consumer Cyclical
984,"Dongguan Huali Industries Co.,Ltd",603038.SS,Shanghai,Consumer Cyclical
985,"Hangzhou XZB Tech Co.,Ltd",603040.SS,Shanghai,Consumer Cyclical
986,"Jiangsu Maysta Chemical Co., Ltd.",603041.SS,Shanghai,Basic Materials
987,"Nanjing Huamai Technology Co., Ltd.",603042.SS,Shanghai,Technology
988,Guangzhou Restaurant Group Company Limited,603043.SS,Shanghai,Consumer Cyclical
989,"Fuda Alloy Materials Co.,Ltd",603045.SS,Shanghai,Industrials
990,"Shijiazhuang Kelin Electric Co., Ltd.",603050.SS,Shanghai,Technology
991,Chengdu Gas Group Corporation Ltd.,603053.SS,Shanghai,Utilities
992,"Zhe Jiang Taihua New Material Co., Ltd.",603055.SS,Shanghai,Consumer Cyclical
993,"DEPPON LOGISTICS Co.,LTD.",603056.SS,Shanghai,Industrials
994,"GuiZhou YongJi Printing CO.,LTD",603058.SS,Shanghai,Consumer Cyclical
995,"Perfect Group Corp., Ltd",603059.SS,Shanghai,Consumer Defensive
996,"China Building Material Test & Certification Group Co., Ltd.",603060.SS,Shanghai,Industrials
997,"Shenzhen Hopewind Electric Co., Ltd.",603063.SS,Shanghai,Industrials
